1.000000000000000048e-04	2.003749520199377002e+03
1.001152070811580882e-04	2.005979158803828568e+03
1.002305468890317625e-04	2.008211366109838536e+03
1.003460195765313998e-04	2.010446145076729408e+03
1.004616252967439481e-04	2.012683498667240428e+03
1.005773642029322943e-04	2.014923429847515990e+03
1.006932364485363347e-04	2.017165941587126554e+03
1.008092421871722977e-04	2.019411036859054775e+03
1.009253815726337194e-04	2.021658718639715062e+03
1.010416547588913216e-04	2.023908989908950844e+03
1.011580619000928627e-04	2.026161853650031617e+03
1.012746031505641544e-04	2.028417312849673181e+03
1.013912786648083565e-04	2.030675370498023312e+03
1.015080885975070345e-04	2.032936029588682914e+03
1.016250331035195901e-04	2.035199293118693959e+03
1.017421123378841962e-04	2.037465164088558822e+03
1.018593264558172553e-04	2.039733645502228910e+03
1.019766756127142798e-04	2.042004740367121940e+03
1.020941599641498384e-04	2.044278451694121486e+03
1.022117796658774064e-04	2.046554782497572887e+03
1.023295348738303013e-04	2.048833735795302346e+03
1.024474257441210863e-04	2.051115314608604876e+03
1.025654524330425868e-04	2.053399521962264771e+03
1.026836150970672804e-04	2.055686360884542410e+03
1.028019138928482052e-04	2.057967496251679677e+03
1.029203489772189187e-04	2.060251161740372936e+03
1.030389205071932814e-04	2.062537458173417235e+03
1.031576286399665273e-04	2.064826388581850551e+03
1.032764735329145183e-04	2.067117956000194681e+03
1.033954553435948966e-04	2.069412163466476613e+03
1.035145742297463660e-04	2.071709014022214433e+03
1.036338303492896813e-04	2.074008510712435964e+03
1.037532238603275267e-04	2.076310656585677407e+03
1.038727549211444204e-04	2.078615454693981519e+03
1.039924236902076637e-04	2.080922908092914440e+03
1.041122303261667037e-04	2.083233019841555688e+03
1.042321749878541637e-04	2.085545793002516348e+03
1.043522578342852600e-04	2.087861230641927250e+03
1.044724790246586967e-04	2.090179335829458523e+03
1.045928387183566111e-04	2.092500111638316412e+03
1.047133370749444117e-04	2.094823561145241911e+03
1.048339742541717803e-04	2.097149687430528957e+03
1.049547504159720359e-04	2.099478493578010784e+03
1.050756657204631367e-04	2.101809982675083575e+03
1.051967203279471116e-04	2.104144157812690082e+03
1.053179143989109678e-04	2.106481022085341920e+03
1.054392480940266234e-04	2.108820578591114554e+03
1.055607215741507848e-04	2.111162830431648217e+03
1.056823350003258826e-04	2.113507780712162457e+03
1.058040885337794749e-04	2.115855432541447499e+03
1.059259823359252634e-04	2.118205789031882887e+03
1.060480165683625115e-04	2.120558853299425209e+03
1.061701913928770735e-04	2.122914628463630379e+03
1.062925069714407578e-04	2.125273117647639083e+03
1.064149634662123032e-04	2.127634323978195425e+03
1.065375610395372834e-04	2.129998250585647838e+03
1.066602998539479446e-04	2.132364900603943624e+03
1.067831800721642490e-04	2.134734277170648511e+03
1.069062018570931703e-04	2.137106383426935281e+03
1.070293653718298047e-04	2.139481222517604238e+03
1.071526707796567070e-04	2.141858797591069106e+03
1.072761182440448800e-04	2.144239111799378861e+03
1.073997079286536521e-04	2.146622168298212728e+03
1.075234399973305560e-04	2.149007970246878813e+03
1.076473146141123581e-04	2.151396520808334571e+03
1.077713319432243406e-04	2.153787823149171800e+03
1.078954921490814261e-04	2.156181880439639826e+03
1.080197953962875408e-04	2.158578695853631416e+03
1.081442418496365360e-04	2.160978272568701868e+03
1.082688316741121476e-04	2.163380613766068109e+03
1.083935650348878601e-04	2.165785722630605505e+03
1.085184420973278423e-04	2.168193602350866058e+03
1.086434630269864050e-04	2.170604256119068395e+03
1.087686279896089766e-04	2.173017687131116418e+03
1.088939371511314934e-04	2.175433898586586110e+03
1.090193906776815380e-04	2.177852893688751010e+03
1.091449887355776347e-04	2.180274675644564013e+03
1.092707314913302113e-04	2.182699247664680570e+03
1.093966191116415725e-04	2.185126612963454136e+03
1.095226517634057233e-04	2.187556774758935262e+03
1.096488296137093860e-04	2.189989736272890696e+03
1.097751528298313353e-04	2.192425500730789736e+03
1.099016215792435240e-04	2.194864071361826973e+03
1.100282360296103777e-04	2.197305451398907735e+03
1.101549963487898114e-04	2.199749644078669007e+03
1.102819027048331619e-04	2.202196652641477158e+03
1.104089552659849978e-04	2.204646480331423845e+03
1.105361542006841905e-04	2.207099130396347846e+03
1.106634996775631954e-04	2.209554606087820503e+03
1.107909918654492178e-04	2.212012910661168007e+03
1.109186309333634948e-04	2.214474047375458213e+03
1.110464170505223247e-04	2.216938019493520187e+03
1.111743503863369862e-04	2.219404830281941940e+03
1.113024311104135483e-04	2.221874483011069060e+03
1.114306593925539548e-04	2.224346980955021991e+03
1.115590354027553194e-04	2.226822327391685576e+03
1.116875593112110642e-04	2.229300525602729977e+03
1.118162312883102150e-04	2.231781578873596118e+03
1.119450515046384445e-04	2.234265490493517518e+03
1.120740201309779644e-04	2.236752263755517106e+03
1.122031373383073895e-04	2.239241901956404490e+03
1.123324032978027678e-04	2.241734408396796880e+03
1.124618181808368896e-04	2.244229786381104987e+03
1.125913821589804659e-04	2.246728039217554397e+03
1.127210954040013701e-04	2.249229170218174659e+03
1.128509580878657355e-04	2.251733182698816563e+03
1.129809703827378199e-04	2.254240079979151687e+03
1.131111324609798425e-04	2.256749865382668759e+03
1.132414444951531095e-04	2.259262542236695026e+03
1.133719066580172276e-04	2.261778113872381255e+03
1.135025191225313236e-04	2.264288042376075282e+03
1.136332820618532859e-04	2.266799947729454743e+03
1.137641956493409975e-04	2.269314746975675462e+03
1.138952600585515769e-04	2.271832443448702634e+03
1.140264754632424357e-04	2.274353040486349073e+03
1.141578420373711968e-04	2.276876541430272482e+03
1.142893599550955048e-04	2.279402949625973633e+03
1.144210293907741512e-04	2.281932268422818197e+03
