1.000000000000000048e-04	1.806392798529632046e+03
1.001152070811580882e-04	1.808398692512078696e+03
1.002305468890317625e-04	1.810406809065901143e+03
1.003460195765313998e-04	1.812417150637622854e+03
1.004616252967439481e-04	1.814429719676448030e+03
1.005773642029322943e-04	1.816444518634243650e+03
1.006932364485363347e-04	1.818461549965538779e+03
1.008092421871722977e-04	1.820480816127539583e+03
1.009253815726337194e-04	1.822502319580121139e+03
1.010416547588913216e-04	1.824526062785846534e+03
1.011580619000928627e-04	1.826552048209950271e+03
1.012746031505641544e-04	1.828580278320355319e+03
1.013912786648083565e-04	1.830610755587657422e+03
1.015080885975070345e-04	1.832643482485162622e+03
1.016250331035195901e-04	1.834678461488853600e+03
1.017421123378841962e-04	1.836715695077414694e+03
1.018593264558172553e-04	1.838755185732220980e+03
1.019766756127142798e-04	1.840796935937349872e+03
1.020941599641498384e-04	1.842840948179589759e+03
1.022117796658774064e-04	1.844887224948425910e+03
1.023295348738303013e-04	1.846935768736063892e+03
1.024474257441210863e-04	1.848986582037398648e+03
1.025654524330425868e-04	1.851039667350069067e+03
1.026836150970672804e-04	1.853095027174410916e+03
1.028019138928482052e-04	1.855152664013490266e+03
1.029203489772189187e-04	1.857212580373088940e+03
1.030389205071932814e-04	1.859274778761729749e+03
1.031576286399665273e-04	1.861339261690653530e+03
1.032764735329145183e-04	1.863406031673828920e+03
1.033954553435948966e-04	1.865475091227972598e+03
1.035145742297463660e-04	1.867546442872531543e+03
1.036338303492896813e-04	1.869620089129696908e+03
1.037532238603275267e-04	1.871696032524407656e+03
1.038727549211444204e-04	1.873774275584336010e+03
1.039924236902076637e-04	1.875854820839914737e+03
1.041122303261667037e-04	1.877937670824334191e+03
1.042321749878541637e-04	1.880022828073533901e+03
1.043522578342852600e-04	1.882110295126207347e+03
1.044724790246586967e-04	1.884200074523817875e+03
1.045928387183566111e-04	1.886292168810590738e+03
1.047133370749444117e-04	1.888386580533521510e+03
1.048339742541717803e-04	1.890483312242375177e+03
1.049547504159720359e-04	1.892582366489682272e+03
1.050756657204631367e-04	1.894683745830759108e+03
1.051967203279471116e-04	1.896787452823702097e+03
1.053179143989109678e-04	1.898893490029386840e+03
1.054392480940266234e-04	1.901001860011474491e+03
1.055607215741507848e-04	1.903112565336410853e+03
1.056823350003258826e-04	1.905225608573447289e+03
1.058040885337794749e-04	1.907340992294608668e+03
1.059259823359252634e-04	1.909458719074736564e+03
1.060480165683625115e-04	1.911578791491460834e+03
1.061701913928770735e-04	1.913701212125221446e+03
1.062925069714407578e-04	1.915825983559257793e+03
1.064149634662123032e-04	1.917953108379624609e+03
1.065375610395372834e-04	1.920082589175189923e+03
1.066602998539479446e-04	1.922214428537627555e+03
1.067831800721642490e-04	1.924348629061449628e+03
1.069062018570931703e-04	1.926485193343964738e+03
1.070293653718298047e-04	1.928624123985324331e+03
1.071526707796567070e-04	1.930765423588500880e+03
1.072761182440448800e-04	1.932909094759295158e+03
1.073997079286536521e-04	1.935055140106348972e+03
1.075234399973305560e-04	1.937203562241129930e+03
1.076473146141123581e-04	1.939354363777953949e+03
1.077713319432243406e-04	1.941507547333974799e+03
1.078954921490814261e-04	1.943663115529201605e+03
1.080197953962875408e-04	1.945821070986472250e+03
1.081442418496365360e-04	1.947981416331496348e+03
1.082688316741121476e-04	1.950144154192834094e+03
1.083935650348878601e-04	1.952309287201890584e+03
1.085184420973278423e-04	1.954476817992947872e+03
1.086434630269864050e-04	1.956646749203144964e+03
1.087686279896089766e-04	1.958819083472491457e+03
1.088939371511314934e-04	1.960993823443855035e+03
1.090193906776815380e-04	1.963170971762993759e+03
1.091449887355776347e-04	1.965350531078529457e+03
1.092707314913302113e-04	1.967532504041971151e+03
1.093966191116415725e-04	1.969716893307705959e+03
1.095226517634057233e-04	1.971903701533005005e+03
1.096488296137093860e-04	1.974092931378029789e+03
1.097751528298313353e-04	1.976284585505839004e+03
1.099016215792435240e-04	1.978478666582380583e+03
1.100282360296103777e-04	1.980675177276496470e+03
1.101549963487898114e-04	1.982874120259936944e+03
1.102819027048331619e-04	1.985075498207353121e+03
1.104089552659849978e-04	1.987279313796299220e+03
1.105361542006841905e-04	1.989485569707255536e+03
1.106634996775631954e-04	1.991694268623588187e+03
1.107909918654492178e-04	1.993905413231609145e+03
1.109186309333634948e-04	1.996119006220532583e+03
1.110464170505223247e-04	1.998335050282497150e+03
1.111743503863369862e-04	2.000553548112570525e+03
1.113024311104135483e-04	2.002774502408746685e+03
